Estacao,Data,PREC,MONTH,YEAR,SEASON
83842,18/02/2010,4.3,FEB,2010,SUMMER
83842,19/02/2010,15.7,FEB,2010,SUMMER
83842,20/02/2010,0.3,FEB,2010,SUMMER
83842,21/02/2010,0.1,FEB,2010,SUMMER
83842,22/02/2010,0,FEB,2010,SUMMER
83842,23/02/2010,0,FEB,2010,SUMMER
83842,24/02/2010,0.5,FEB,2010,SUMMER
83842,25/02/2010,46.8,FEB,2010,SUMMER
83842,26/02/2010,0,FEB,2010,SUMMER
83842,27/02/2010,0,FEB,2010,SUMMER
83842,28/02/2010,3.1,FEB,2010,SUMMER
83842,01/03/2010,3,MAR,2010,AUTUMN
83842,02/03/2010,2.8,MAR,2010,AUTUMN
83842,03/03/2010,0.5,MAR,2010,AUTUMN
83842,04/03/2010,2.9,MAR,2010,AUTUMN
83842,05/03/2010,18.4,MAR,2010,AUTUMN
83842,06/03/2010,33.8,MAR,2010,AUTUMN
83842,07/03/2010,2.1,MAR,2010,AUTUMN
83842,08/03/2010,6.2,MAR,2010,AUTUMN
83842,09/03/2010,21.7,MAR,2010,AUTUMN
83842,10/03/2010,5.4,MAR,2010,AUTUMN
83842,11/03/2010,0,MAR,2010,AUTUMN
83842,12/03/2010,0,MAR,2010,AUTUMN
83842,13/03/2010,0,MAR,2010,AUTUMN
83842,14/03/2010,8.5,MAR,2010,AUTUMN
83842,15/03/2010,16.5,MAR,2010,AUTUMN
83842,16/03/2010,0,MAR,2010,AUTUMN
83842,17/03/2010,1.2,MAR,2010,AUTUMN
83842,18/03/2010,0,MAR,2010,AUTUMN
83842,19/03/2010,0,MAR,2010,AUTUMN
83842,20/03/2010,0,MAR,2010,AUTUMN
83842,21/03/2010,4.2,MAR,2010,AUTUMN
83842,22/03/2010,2,MAR,2010,AUTUMN
83842,23/03/2010,0.8,MAR,2010,AUTUMN
83842,24/03/2010,1.9,MAR,2010,AUTUMN
83842,25/03/2010,27.7,MAR,2010,AUTUMN
83842,26/03/2010,1.6,MAR,2010,AUTUMN
83842,27/03/2010,12.7,MAR,2010,AUTUMN
83842,28/03/2010,9,MAR,2010,AUTUMN
83842,29/03/2010,13,MAR,2010,AUTUMN
83842,30/03/2010,12.9,MAR,2010,AUTUMN
83842,31/03/2010,0,MAR,2010,AUTUMN
83842,01/04/2010,0,APR,2010,AUTUMN
83842,02/04/2010,0,APR,2010,AUTUMN
83842,03/04/2010,0.9,APR,2010,AUTUMN
83842,04/04/2010,14.5,APR,2010,AUTUMN
83842,05/04/2010,0,APR,2010,AUTUMN
83842,06/04/2010,19.8,APR,2010,AUTUMN
83842,07/04/2010,1.9,APR,2010,AUTUMN
83842,08/04/2010,0,APR,2010,AUTUMN
83842,09/04/2010,0.8,APR,2010,AUTUMN
83842,10/04/2010,0,APR,2010,AUTUMN
83842,11/04/2010,1.5,APR,2010,AUTUMN
83842,12/04/2010,0,APR,2010,AUTUMN
83842,13/04/2010,0,APR,2010,AUTUMN
83842,14/04/2010,0,APR,2010,AUTUMN
83842,15/04/2010,0,APR,2010,AUTUMN
83842,16/04/2010,0,APR,2010,AUTUMN
83842,17/04/2010,0,APR,2010,AUTUMN
83842,18/04/2010,0,APR,2010,AUTUMN
83842,19/04/2010,0,APR,2010,AUTUMN
83842,20/04/2010,0,APR,2010,AUTUMN
83842,21/04/2010,0,APR,2010,AUTUMN
83842,22/04/2010,0,APR,2010,AUTUMN
83842,23/04/2010,55,APR,2010,AUTUMN
83842,24/04/2010,29.7,APR,2010,AUTUMN
83842,25/04/2010,30,APR,2010,AUTUMN
83842,26/04/2010,45.6,APR,2010,AUTUMN
83842,27/04/2010,6.2,APR,2010,AUTUMN
83842,28/04/2010,0,APR,2010,AUTUMN
83842,29/04/2010,1.1,APR,2010,AUTUMN
83842,30/04/2010,0.3,APR,2010,AUTUMN
83842,01/05/2010,0,MAY,2010,AUTUMN
83842,02/05/2010,0.2,MAY,2010,AUTUMN
83842,03/05/2010,0,MAY,2010,AUTUMN
83842,04/05/2010,0.1,MAY,2010,AUTUMN
83842,05/05/2010,0,MAY,2010,AUTUMN
83842,06/05/2010,0,MAY,2010,AUTUMN
83842,07/05/2010,0,MAY,2010,AUTUMN
83842,08/05/2010,56.7,MAY,2010,AUTUMN
83842,09/05/2010,4.2,MAY,2010,AUTUMN
83842,10/05/2010,0,MAY,2010,AUTUMN
83842,11/05/2010,2.6,MAY,2010,AUTUMN
83842,12/05/2010,0.7,MAY,2010,AUTUMN
83842,13/05/2010,0.2,MAY,2010,AUTUMN
83842,14/05/2010,0.1,MAY,2010,AUTUMN
83842,15/05/2010,0,MAY,2010,AUTUMN
83842,16/05/2010,0.1,MAY,2010,AUTUMN
83842,17/05/2010,6.1,MAY,2010,AUTUMN
83842,18/05/2010,10.8,MAY,2010,AUTUMN
83842,19/05/2010,11.6,MAY,2010,AUTUMN
83842,20/05/2010,0,MAY,2010,AUTUMN
83842,21/05/2010,0.2,MAY,2010,AUTUMN
83842,22/05/2010,2.3,MAY,2010,AUTUMN
83842,23/05/2010,2.7,MAY,2010,AUTUMN
83842,24/05/2010,2.6,MAY,2010,AUTUMN
83842,25/05/2010,1.2,MAY,2010,AUTUMN
83842,26/05/2010,0.2,MAY,2010,AUTUMN
83842,27/05/2010,0,MAY,2010,AUTUMN
83842,28/05/2010,0.4,MAY,2010,AUTUMN
83842,29/05/2010,0.1,MAY,2010,AUTUMN
83842,30/05/2010,0.2,MAY,2010,AUTUMN
83842,31/05/2010,1.4,MAY,2010,AUTUMN
83842,01/06/2010,0,JUN,2010,WINTER
83842,02/06/2010,2.2,JUN,2010,WINTER
83842,03/06/2010,2.1,JUN,2010,WINTER
83842,04/06/2010,5.7,JUN,2010,WINTER
83842,05/06/2010,38.8,JUN,2010,WINTER
83842,06/06/2010,0,JUN,2010,WINTER
83842,07/06/2010,0,JUN,2010,WINTER
83842,08/06/2010,0,JUN,2010,WINTER
83842,09/06/2010,0,JUN,2010,WINTER
83842,10/06/2010,0,JUN,2010,WINTER
83842,11/06/2010,0,JUN,2010,WINTER
83842,12/06/2010,3,JUN,2010,WINTER
83842,13/06/2010,0.6,JUN,2010,WINTER
83842,14/06/2010,0,JUN,2010,WINTER
83842,15/06/2010,0.1,JUN,2010,WINTER
83842,16/06/2010,0,JUN,2010,WINTER
83842,17/06/2010,0,JUN,2010,WINTER
83842,18/06/2010,0,JUN,2010,WINTER
83842,19/06/2010,0,JUN,2010,WINTER
83842,20/06/2010,0,JUN,2010,WINTER
83842,21/06/2010,16,JUN,2010,WINTER
83842,22/06/2010,17.7,JUN,2010,WINTER
83842,23/06/2010,0,JUN,2010,WINTER
83842,24/06/2010,0,JUN,2010,WINTER
83842,25/06/2010,0,JUN,2010,WINTER
83842,26/06/2010,0.1,JUN,2010,WINTER
83842,27/06/2010,0,JUN,2010,WINTER
83842,28/06/2010,0,JUN,2010,WINTER
83842,29/06/2010,0,JUN,2010,WINTER
83842,30/06/2010,0.1,JUN,2010,WINTER
83842,01/07/2010,0.1,JUL,2010,WINTER
83842,02/07/2010,0,JUL,2010,WINTER
83842,03/07/2010,0,JUL,2010,WINTER
83842,04/07/2010,0,JUL,2010,WINTER
83842,05/07/2010,0,JUL,2010,WINTER
83842,06/07/2010,0,JUL,2010,WINTER
83842,07/07/2010,0,JUL,2010,WINTER
83842,08/07/2010,0,JUL,2010,WINTER
83842,09/07/2010,0,JUL,2010,WINTER
83842,10/07/2010,0.3,JUL,2010,WINTER
83842,11/07/2010,0.2,JUL,2010,WINTER
83842,12/07/2010,0,JUL,2010,WINTER
83842,13/07/2010,28.4,JUL,2010,WINTER
83842,14/07/2010,0,JUL,2010,WINTER
83842,15/07/2010,0,JUL,2010,WINTER
83842,16/07/2010,32.4,JUL,2010,WINTER
83842,17/07/2010,13.5,JUL,2010,WINTER
83842,18/07/2010,22.4,JUL,2010,WINTER
83842,19/07/2010,0,JUL,2010,WINTER
83842,20/07/2010,4.4,JUL,2010,WINTER
83842,21/07/2010,0,JUL,2010,WINTER
83842,22/07/2010,0,JUL,2010,WINTER
83842,23/07/2010,6.5,JUL,2010,WINTER
83842,24/07/2010,24.6,JUL,2010,WINTER
83842,25/07/2010,0,JUL,2010,WINTER
83842,26/07/2010,0,JUL,2010,WINTER
83842,27/07/2010,0,JUL,2010,WINTER
83842,28/07/2010,0,JUL,2010,WINTER
83842,29/07/2010,0.1,JUL,2010,WINTER
83842,30/07/2010,0,JUL,2010,WINTER
83842,31/07/2010,0,JUL,2010,WINTER
83842,01/08/2010,0.1,AUG,2010,WINTER
83842,02/08/2010,13.2,AUG,2010,WINTER
83842,03/08/2010,3.2,AUG,2010,WINTER
83842,04/08/2010,14.4,AUG,2010,WINTER
83842,05/08/2010,12.9,AUG,2010,WINTER
83842,06/08/2010,0,AUG,2010,WINTER
83842,07/08/2010,0.1,AUG,2010,WINTER
83842,08/08/2010,0,AUG,2010,WINTER
83842,09/08/2010,0,AUG,2010,WINTER
83842,10/08/2010,0,AUG,2010,WINTER
83842,11/08/2010,0,AUG,2010,WINTER
83842,12/08/2010,0,AUG,2010,WINTER
83842,13/08/2010,0.2,AUG,2010,WINTER
83842,14/08/2010,3,AUG,2010,WINTER
83842,15/08/2010,0,AUG,2010,WINTER
83842,16/08/2010,0,AUG,2010,WINTER
83842,17/08/2010,0,AUG,2010,WINTER
83842,18/08/2010,0,AUG,2010,WINTER
83842,19/08/2010,0,AUG,2010,WINTER
83842,20/08/2010,0,AUG,2010,WINTER
83842,21/08/2010,0,AUG,2010,WINTER
83842,22/08/2010,0,AUG,2010,WINTER
83842,23/08/2010,0,AUG,2010,WINTER
83842,24/08/2010,0,AUG,2010,WINTER
83842,25/08/2010,0,AUG,2010,WINTER
83842,26/08/2010,0,AUG,2010,WINTER
83842,27/08/2010,0,AUG,2010,WINTER
83842,28/08/2010,0,AUG,2010,WINTER
83842,29/08/2010,0,AUG,2010,WINTER
83842,30/08/2010,0,AUG,2010,WINTER
83842,31/08/2010,0,AUG,2010,WINTER
83842,01/09/2010,0,SET,2010,SPRING
83842,02/09/2010,0,SET,2010,SPRNG
83842,03/09/2010,0,SET,2010,SPRING
83842,04/09/2010,0,SET,2010,SPRNG
83842,05/09/2010,0,SET,2010,SPRING
83842,06/09/2010,0,SET,2010,SPRNG
83842,07/09/2010,7,SET,2010,SPRING
83842,08/09/2010,0.6,SET,2010,SPRNG
83842,09/09/2010,0,SET,2010,SPRING
83842,10/09/2010,0,SET,2010,SPRNG
83842,11/09/2010,0,SET,2010,SPRING
83842,12/09/2010,0,SET,2010,SPRNG
83842,13/09/2010,0,SET,2010,SPRING
83842,14/09/2010,0,SET,2010,SPRNG
83842,15/09/2010,0,SET,2010,SPRING
83842,16/09/2010,0,SET,2010,SPRNG
83842,17/09/2010,0,SET,2010,SPRING
83842,18/09/2010,1.1,SET,2010,SPRNG
83842,19/09/2010,0,SET,2010,SPRING
83842,20/09/2010,1.1,SET,2010,SPRNG
83842,21/09/2010,5.6,SET,2010,SPRING
83842,22/09/2010,1.7,SET,2010,SPRNG
83842,23/09/2010,0,SET,2010,SPRING
83842,24/09/2010,5.5,SET,2010,SPRNG
83842,25/09/2010,27,SET,2010,SPRING
83842,26/09/2010,4.9,SET,2010,SPRNG
83842,27/09/2010,0.3,SET,2010,SPRING
83842,28/09/2010,0.2,SET,2010,SPRNG
83842,29/09/2010,0,SET,2010,SPRING
83842,30/09/2010,0,SET,2010,SPRNG
83842,01/10/2010,0,OCT,2010,SPRING
83842,02/10/2010,27.1,OCT,2010,SPRNG
83842,03/10/2010,2.5,OCT,2010,SPRING
83842,04/10/2010,15.5,OCT,2010,SPRNG
83842,05/10/2010,13.7,OCT,2010,SPRING
83842,06/10/2010,0,OCT,2010,SPRNG
83842,07/10/2010,0.4,OCT,2010,SPRING
83842,08/10/2010,13.6,OCT,2010,SPRNG
83842,09/10/2010,0,OCT,2010,SPRING
83842,10/10/2010,0.7,OCT,2010,SPRNG
83842,11/10/2010,0.6,OCT,2010,SPRING
83842,12/10/2010,0,OCT,2010,SPRNG
83842,13/10/2010,0,OCT,2010,SPRING
83842,14/10/2010,0,OCT,2010,SPRNG
83842,15/10/2010,9.7,OCT,2010,SPRING
83842,16/10/2010,10.1,OCT,2010,SPRNG
83842,17/10/2010,0.1,OCT,2010,SPRING
83842,18/10/2010,20.8,OCT,2010,SPRNG
83842,19/10/2010,0,OCT,2010,SPRING
83842,20/10/2010,0,OCT,2010,SPRNG
83842,21/10/2010,0,OCT,2010,SPRING
83842,22/10/2010,0,OCT,2010,SPRNG
83842,23/10/2010,1.6,OCT,2010,SPRING
83842,24/10/2010,0,OCT,2010,SPRNG
83842,25/10/2010,0,OCT,2010,SPRING
83842,26/10/2010,4.7,OCT,2010,SPRNG
83842,27/10/2010,0,OCT,2010,SPRING
83842,28/10/2010,0,OCT,2010,SPRNG
83842,29/10/2010,0,OCT,2010,SPRING
83842,30/10/2010,31.4,OCT,2010,SPRNG
83842,31/10/2010,0,OCT,2010,SPRING
83842,01/11/2010,0,NOV,2010,SPRNG
83842,02/11/2010,0,NOV,2010,SPRING
83842,03/11/2010,0,NOV,2010,SPRNG
83842,04/11/2010,0,NOV,2010,SPRING
83842,05/11/2010,0,NOV,2010,SPRNG
83842,06/11/2010,16,NOV,2010,SPRING
83842,07/11/2010,0,NOV,2010,SPRNG
83842,08/11/2010,0,NOV,2010,SPRING
83842,09/11/2010,0,NOV,2010,SPRNG
83842,10/11/2010,9.5,NOV,2010,SPRING
83842,11/11/2010,3.5,NOV,2010,SPRNG
83842,12/11/2010,0.4,NOV,2010,SPRING
83842,13/11/2010,0,NOV,2010,SPRNG
83842,14/11/2010,0,NOV,2010,SPRING
83842,15/11/2010,0,NOV,2010,SPRNG
83842,16/11/2010,0,NOV,2010,SPRING
83842,17/11/2010,1.8,NOV,2010,SPRNG
83842,18/11/2010,3.8,NOV,2010,SPRING
83842,19/11/2010,0,NOV,2010,SPRNG
83842,20/11/2010,0,NOV,2010,SPRING
83842,21/11/2010,0,NOV,2010,SPRNG
83842,22/11/2010,18.2,NOV,2010,SPRING
83842,23/11/2010,14.4,NOV,2010,SPRNG
83842,24/11/2010,0.3,NOV,2010,SPRING
83842,25/11/2010,19.3,NOV,2010,SPRNG
83842,26/11/2010,0,NOV,2010,SPRING
83842,27/11/2010,0,NOV,2010,SPRNG
83842,28/11/2010,0,NOV,2010,SPRING
83842,29/11/2010,0,NOV,2010,SPRNG
83842,30/11/2010,11.4,NOV,2010,SPRING
83842,01/12/2010,4.5,DEC,2010,SUMMER
83842,02/12/2010,16.8,DEC,2010,SUMMER
83842,03/12/2010,14.9,DEC,2010,SUMMER
83842,04/12/2010,0,DEC,2010,SUMMER
83842,05/12/2010,19.1,DEC,2010,SUMMER
83842,06/12/2010,7.1,DEC,2010,SUMMER
83842,07/12/2010,0,DEC,2010,SUMMER
83842,08/12/2010,22.3,DEC,2010,SUMMER
83842,09/12/2010,0,DEC,2010,SUMMER
83842,10/12/2010,0,DEC,2010,SUMMER
83842,11/12/2010,0,DEC,2010,SUMMER
83842,12/12/2010,5.6,DEC,2010,SUMMER
83842,13/12/2010,36.2,DEC,2010,SUMMER
83842,14/12/2010,100.3,DEC,2010,SUMMER
83842,15/12/2010,9.1,DEC,2010,SUMMER
83842,16/12/2010,1.9,DEC,2010,SUMMER
83842,17/12/2010,5.2,DEC,2010,SUMMER
83842,18/12/2010,12.8,DEC,2010,SUMMER
83842,19/12/2010,0,DEC,2010,SUMMER
83842,20/12/2010,0,DEC,2010,SUMMER
83842,21/12/2010,0,DEC,2010,SUMMER
83842,22/12/2010,6.3,DEC,2010,SUMMER
83842,23/12/2010,44.4,DEC,2010,SUMMER
83842,24/12/2010,6.1,DEC,2010,SUMMER
83842,25/12/2010,4.1,DEC,2010,SUMMER
83842,26/12/2010,4.3,DEC,2010,SUMMER
83842,27/12/2010,0.4,DEC,2010,SUMMER
83842,28/12/2010,0,DEC,2010,SUMMER
83842,29/12/2010,0,DEC,2010,SUMMER
83842,30/12/2010,0.1,DEC,2010,SUMMER
83842,31/12/2010,0.6,DEC,2010,SUMMER
83842,01/01/2011,2,JAN,2011,SUMMER
83842,02/01/2011,3.1,JAN,2011,SUMMER
83842,03/01/2011,0.1,JAN,2011,SUMMER
83842,04/01/2011,0.7,JAN,2011,SUMMER
83842,05/01/2011,0,JAN,2011,SUMMER
83842,06/01/2011,0,JAN,2011,SUMMER
83842,07/01/2011,49.5,JAN,2011,SUMMER
83842,08/01/2011,0,JAN,2011,SUMMER
83842,09/01/2011,9.3,JAN,2011,SUMMER
83842,10/01/2011,5.7,JAN,2011,SUMMER
83842,11/01/2011,4.4,JAN,2011,SUMMER
83842,12/01/2011,7.5,JAN,2011,SUMMER
83842,13/01/2011,28.2,JAN,2011,SUMMER
83842,14/01/2011,0,JAN,2011,SUMMER
83842,15/01/2011,6,JAN,2011,SUMMER
83842,16/01/2011,3.2,JAN,2011,SUMMER
83842,17/01/2011,8.7,JAN,2011,SUMMER
83842,18/01/2011,0.1,JAN,2011,SUMMER
83842,19/01/2011,33.2,JAN,2011,SUMMER
83842,20/01/2011,13.2,JAN,2011,SUMMER
83842,21/01/2011,22.2,JAN,2011,SUMMER
83842,22/01/2011,7.4,JAN,2011,SUMMER
83842,23/01/2011,11.4,JAN,2011,SUMMER
83842,24/01/2011,13.6,JAN,2011,SUMMER
83842,25/01/2011,19.1,JAN,2011,SUMMER
83842,26/01/2011,0,JAN,2011,SUMMER
83842,27/01/2011,13,JAN,2011,SUMMER
83842,28/01/2011,21.5,JAN,2011,SUMMER
83842,29/01/2011,0.1,JAN,2011,SUMMER
83842,30/01/2011,23.2,JAN,2011,SUMMER
83842,31/01/2011,32.4,JAN,2011,SUMMER
83842,01/02/2011,17.2,FEB,2011,SUMMER
83842,02/02/2011,1,FEB,2011,SUMMER
83842,03/02/2011,0,FEB,2011,SUMMER
83842,04/02/2011,7.3,FEB,2011,SUMMER
83842,05/02/2011,0,FEB,2011,SUMMER
83842,06/02/2011,3.7,FEB,2011,SUMMER
83842,07/02/2011,27.4,FEB,2011,SUMMER
83842,08/02/2011,2.7,FEB,2011,SUMMER
83842,09/02/2011,4.2,FEB,2011,SUMMER
83842,10/02/2011,6.7,FEB,2011,SUMMER
83842,11/02/2011,65,FEB,2011,SUMMER
83842,12/02/2011,0,FEB,2011,SUMMER
83842,13/02/2011,2,FEB,2011,SUMMER
83842,14/02/2011,7.5,FEB,2011,SUMMER
83842,15/02/2011,67.8,FEB,2011,SUMMER
83842,16/02/2011,17.5,FEB,2011,SUMMER
83842,17/02/2011,0,FEB,2011,SUMMER
83842,18/02/2011,0,FEB,2011,SUMMER
83842,19/02/2011,0,FEB,2011,SUMMER
83842,20/02/2011,13.5,FEB,2011,SUMMER
83842,21/02/2011,0,FEB,2011,SUMMER
83842,22/02/2011,2.2,FEB,2011,SUMMER
83842,23/02/2011,6.2,FEB,2011,SUMMER
83842,24/02/2011,9,FEB,2011,SUMMER
83842,25/02/2011,22,FEB,2011,SUMMER
83842,26/02/2011,10.2,FEB,2011,SUMMER
83842,27/02/2011,0,FEB,2011,SUMMER
83842,28/02/2011,0,FEB,2011,SUMMER
83842,01/03/2011,0,MAR,2011,AUTUMN
83842,02/03/2011,1.8,MAR,2011,AUTUMN
83842,03/03/2011,2.1,MAR,2011,AUTUMN
83842,04/03/2011,0,MAR,2011,AUTUMN
83842,05/03/2011,3.8,MAR,2011,AUTUMN
83842,06/03/2011,2,MAR,2011,AUTUMN
83842,07/03/2011,3.4,MAR,2011,AUTUMN
83842,08/03/2011,0.3,MAR,2011,AUTUMN
83842,09/03/2011,0.2,MAR,2011,AUTUMN
83842,10/03/2011,0.4,MAR,2011,AUTUMN
83842,11/03/2011,2.2,MAR,2011,AUTUMN
83842,12/03/2011,14.4,MAR,2011,AUTUMN
83842,13/03/2011,0,MAR,2011,AUTUMN
83842,14/03/2011,1.1,MAR,2011,AUTUMN
83842,15/03/2011,0.4,MAR,2011,AUTUMN
83842,16/03/2011,0,MAR,2011,AUTUMN
83842,17/03/2011,0,MAR,2011,AUTUMN
83842,18/03/2011,0,MAR,2011,AUTUMN
83842,19/03/2011,0.4,MAR,2011,AUTUMN
83842,20/03/2011,0.2,MAR,2011,AUTUMN
83842,21/03/2011,0,MAR,2011,AUTUMN
83842,22/03/2011,0.7,MAR,2011,AUTUMN
83842,23/03/2011,0.3,MAR,2011,AUTUMN
83842,24/03/2011,11.7,MAR,2011,AUTUMN
83842,25/03/2011,0,MAR,2011,AUTUMN
83842,26/03/2011,0,MAR,2011,AUTUMN
83842,27/03/2011,4.2,MAR,2011,AUTUMN
83842,28/03/2011,6,MAR,2011,AUTUMN
83842,29/03/2011,1,MAR,2011,AUTUMN
83842,30/03/2011,7.8,MAR,2011,AUTUMN
83842,31/03/2011,11.2,MAR,2011,AUTUMN
83842,01/04/2011,0,APR,2011,AUTUMN
83842,02/04/2011,30,APR,2011,AUTUMN
83842,03/04/2011,13.7,APR,2011,AUTUMN
83842,04/04/2011,0.5,APR,2011,AUTUMN
83842,05/04/2011,0,APR,2011,AUTUMN
83842,06/04/2011,0,APR,2011,AUTUMN
83842,07/04/2011,0,APR,2011,AUTUMN
83842,08/04/2011,0,APR,2011,AUTUMN
83842,09/04/2011,0,APR,2011,AUTUMN
83842,10/04/2011,23.1,APR,2011,AUTUMN
83842,11/04/2011,0,APR,2011,AUTUMN
83842,12/04/2011,0,APR,2011,AUTUMN
83842,13/04/2011,1.6,APR,2011,AUTUMN
83842,14/04/2011,0,APR,2011,AUTUMN
83842,15/04/2011,0,APR,2011,AUTUMN
83842,16/04/2011,0,APR,2011,AUTUMN
83842,17/04/2011,0,APR,2011,AUTUMN
83842,18/04/2011,0,APR,2011,AUTUMN
83842,19/04/2011,33.6,APR,2011,AUTUMN
83842,20/04/2011,0,APR,2011,AUTUMN
83842,21/04/2011,0,APR,2011,AUTUMN
83842,22/04/2011,1.4,APR,2011,AUTUMN
83842,23/04/2011,0,APR,2011,AUTUMN
83842,24/04/2011,0.8,APR,2011,AUTUMN
83842,25/04/2011,0,APR,2011,AUTUMN
83842,26/04/2011,0.1,APR,2011,AUTUMN
83842,27/04/2011,0.5,APR,2011,AUTUMN
83842,28/04/2011,2.8,APR,2011,AUTUMN
83842,29/04/2011,0.1,APR,2011,AUTUMN
83842,30/04/2011,0,APR,2011,AUTUMN
83842,01/05/2011,2.7,MAY,2011,AUTUMN
83842,02/05/2011,0.3,MAY,2011,AUTUMN
83842,03/05/2011,0,MAY,2011,AUTUMN
83842,04/05/2011,0.3,MAY,2011,AUTUMN
83842,05/05/2011,0,MAY,2011,AUTUMN
83842,06/05/2011,0,MAY,2011,AUTUMN
83842,07/05/2011,0,MAY,2011,AUTUMN
83842,08/05/2011,0,MAY,2011,AUTUMN
83842,09/05/2011,0,MAY,2011,AUTUMN
83842,10/05/2011,0,MAY,2011,AUTUMN
83842,11/05/2011,0,MAY,2011,AUTUMN
83842,12/05/2011,0,MAY,2011,AUTUMN
83842,13/05/2011,0,MAY,2011,AUTUMN
83842,14/05/2011,0.1,MAY,2011,AUTUMN
83842,15/05/2011,22.7,MAY,2011,AUTUMN
83842,16/05/2011,6.1,MAY,2011,AUTUMN
83842,17/05/2011,0.9,MAY,2011,AUTUMN
83842,18/05/2011,0,MAY,2011,AUTUMN
83842,19/05/2011,0,MAY,2011,AUTUMN
83842,20/05/2011,0,MAY,2011,AUTUMN
83842,21/05/2011,0,MAY,2011,AUTUMN
83842,22/05/2011,0.1,MAY,2011,AUTUMN
83842,23/05/2011,0,MAY,2011,AUTUMN
83842,24/05/2011,0,MAY,2011,AUTUMN
83842,25/05/2011,0,MAY,2011,AUTUMN
83842,26/05/2011,0,MAY,2011,AUTUMN
83842,27/05/2011,0.3,MAY,2011,AUTUMN
83842,28/05/2011,0,MAY,2011,AUTUMN
83842,29/05/2011,0,MAY,2011,AUTUMN
83842,30/05/2011,0,MAY,2011,AUTUMN
83842,31/05/2011,0.1,MAY,2011,AUTUMN
83842,01/06/2011,0,JUN,2011,WINTER
83842,02/06/2011,0.1,JUN,2011,WINTER
83842,03/06/2011,0,JUN,2011,WINTER
83842,04/06/2011,0,JUN,2011,WINTER
83842,05/06/2011,0,JUN,2011,WINTER
83842,06/06/2011,0,JUN,2011,WINTER
83842,07/06/2011,0,JUN,2011,WINTER
83842,08/06/2011,31.8,JUN,2011,WINTER
83842,09/06/2011,24.6,JUN,2011,WINTER
83842,10/06/2011,5.4,JUN,2011,WINTER
83842,11/06/2011,0,JUN,2011,WINTER
83842,12/06/2011,0,JUN,2011,WINTER
83842,13/06/2011,0,JUN,2011,WINTER
83842,14/06/2011,0.2,JUN,2011,WINTER
83842,15/06/2011,0,JUN,2011,WINTER
83842,16/06/2011,0,JUN,2011,WINTER
83842,17/06/2011,0.1,JUN,2011,WINTER
83842,18/06/2011,0,JUN,2011,WINTER
83842,19/06/2011,0.1,JUN,2011,WINTER
83842,20/06/2011,0,JUN,2011,WINTER
83842,21/06/2011,0,JUN,2011,WINTER
83842,22/06/2011,0,JUN,2011,WINTER
83842,23/06/2011,1.2,JUN,2011,WINTER
